PR,URL,Title,Content type,Is rendered page,HTTP status code,Meta description,No. of content words,Page text,Extracted text (raw <body>) (length),Text hash,Organic traffic,Is indexable page
40,https://kroam.xyz/blog,AI Football Analysis Blog | Kroam,text/html; charset=utf-8,false,200,"AI-generated match reports, league roundups, and model performance analysis. Deep insights into football predictions from 42 AI models.",652,<truncated>,3969,17476013532665504064,0,true
40,https://kroam.xyz/leaderboard,AI Model Leaderboard | Kroam,text/html; charset=utf-8,false,200,"Compare 42 AI model accuracy across 17 football competitions. See which models predict best in Champions League, Premier League, and more.",1582,<truncated>,7860,2264426233210647090,0,true
39,https://kroam.xyz/leagues/euro,UEFA Euro AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for UEFA Euro from 42 models. Track accuracy, compare predictions, and see which AI performs best.",360,<truncated>,2309,15390419040079669838,0,true
39,https://kroam.xyz/leagues/uecl,UEFA Conference League AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for UEFA Conference League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",373,<truncated>,2474,17534409681709799367,0,true
39,https://kroam.xyz/leagues/wc-qual-europe,World Cup Qualifiers - Europe AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for World Cup Qualifiers - Europe from 42 models. Track accuracy, compare predictions, and see which AI performs best.",399,<truncated>,2565,1914428856406331639,0,true
39,https://kroam.xyz/leagues/ligue1,Ligue 1 AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for Ligue 1 from 42 models. Track accuracy, compare predictions, and see which AI performs best.",842,<truncated>,4264,3491683392840992855,0,true
39,https://kroam.xyz/leagues/eredivisie,Eredivisie AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for Eredivisie from 42 models. Track accuracy, compare predictions, and see which AI performs best.",832,<truncated>,4534,1595449650481668198,0,true
39,https://kroam.xyz/leagues/world-cup,FIFA World Cup AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for FIFA World Cup from 42 models. Track accuracy, compare predictions, and see which AI performs best.",373,<truncated>,2370,17108406810079008954,0,true
39,https://kroam.xyz/leagues/epl,Premier League AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for Premier League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",892,<truncated>,4823,15512417254905485881,0,true
39,https://kroam.xyz/leagues/copa-america,Copa America AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for Copa America from 42 models. Track accuracy, compare predictions, and see which AI performs best.",360,<truncated>,2344,16109667513030237518,0,true
39,https://kroam.xyz/leagues/afcon,Africa Cup of Nations AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for Africa Cup of Nations from 42 models. Track accuracy, compare predictions, and see which AI performs best.",386,<truncated>,2461,18057171149690997615,0,true
39,https://kroam.xyz/leagues/seriea,Serie A AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for Serie A from 42 models. Track accuracy, compare predictions, and see which AI performs best.",824,<truncated>,4174,15539472410433031960,0,true
39,https://kroam.xyz/leagues/nations-league,UEFA Nations League AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for UEFA Nations League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",373,<truncated>,2435,15649542577287728022,0,true
39,https://kroam.xyz/leagues/ucl,UEFA Champions League AI Predictions | Kroam,text/html; charset=utf-8,false,200,"AI predictions for UEFA Champions League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",815,<truncated>,4368,3211465230039795838,0,true
